Age,Beg.,Nov.,Int.,Adv.,Elite
15,37.65,55.79,78.93,105.69,134.72
20,43.09,63.96,90.26,120.66,154.22
25,44,65.77,92.53,123.83,158.3
30,44,65.77,92.53,123.83,158.3
35,44,65.77,92.53,123.83,158.3
40,44,65.77,92.53,123.83,158.3
45,41.73,62.14,87.54,117.48,150.14
50,39.46,58.51,82.55,110.22,141.07
55,36.29,53.98,76.2,102.06,130.63
60,33.11,49.44,69.4,93.44,119.29
65,29.94,44.45,62.6,84.37,107.5
70,26.76,39.92,56.25,75.75,96.62
75,24.04,35.83,50.35,67.59,86.18
80,21.32,31.75,44.91,60.33,77.11
85,19.5,28.58,40.37,53.98,69.4
90,17.24,25.85,36.29,48.99,62.14
