Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,15.42,29.48,48.53,70.76
20,7.26,17.69,34.02,55.34,80.74
25,7.26,18.14,34.93,56.7,83.01
30,7.26,18.14,34.93,56.7,83.01
35,7.26,18.14,34.93,56.7,83.01
40,7.26,18.14,34.93,56.7,83.01
45,6.8,17.24,33.11,53.98,78.93
50,6.35,16.33,30.84,50.8,73.94
55,5.9,14.97,28.58,46.72,68.49
60,5.44,13.61,26.31,42.64,62.6
65,4.99,12.25,23.59,38.56,56.25
70,4.54,10.89,21.32,34.47,50.8
75,4.08,9.98,19.05,30.84,45.36
80,3.63,9.07,16.78,27.67,40.37
85,3.18,8.16,15.42,24.95,36.29
90,2.72,7.26,13.61,22.23,32.66
