Age,Beg.,Nov.,Int.,Adv.,Elite
15,29.48,44.91,64.86,88,113.4
20,34.02,51.71,73.94,100.7,129.73
25,34.93,53.07,76.2,102.97,132.9
30,34.93,53.07,76.2,102.97,132.9
35,34.93,53.07,76.2,102.97,132.9
40,34.93,53.07,76.2,102.97,132.9
45,33.11,50.35,72.12,97.98,126.1
50,30.84,47.17,67.59,92.08,118.39
55,28.58,43.54,62.6,84.82,109.32
60,26.31,39.92,57.15,77.56,99.79
65,23.59,35.83,51.71,69.85,90.26
70,21.32,32.21,46.27,63.05,81.19
75,19.05,29.03,41.28,56.25,72.57
80,16.78,25.85,37.19,50.35,64.86
85,15.42,23.13,33.11,44.91,58.06
90,13.61,20.87,29.94,40.82,52.16
