Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,14.06,28.12,47.17,69.85
20,5.9,15.88,32.21,53.98,79.83
25,5.9,16.33,33.11,55.34,82.1
30,5.9,16.33,33.11,55.34,82.1
35,5.9,16.33,33.11,55.34,82.1
40,5.9,16.33,33.11,55.34,82.1
45,5.44,15.42,31.3,52.62,77.56
50,5.44,14.51,29.48,48.99,73.03
55,4.99,13.61,27.22,45.36,67.59
60,4.54,12.25,24.95,41.73,61.69
65,4.08,11.34,22.23,37.65,55.79
70,3.63,9.98,19.96,33.57,49.9
75,3.18,9.07,18.14,29.94,44.45
80,2.72,8.16,15.88,26.76,39.92
85,2.72,7.26,14.51,24.04,35.83
90,2.27,6.35,13.15,21.77,32.21
