Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.62,21.77,41.28,67.13,97.07
20,9.98,24.95,47.17,76.66,111.13
25,10.43,25.4,48.53,78.47,114.31
30,10.43,25.4,48.53,78.47,114.31
35,10.43,25.4,48.53,78.47,114.31
40,10.43,25.4,48.53,78.47,114.31
45,9.98,24.04,45.81,74.39,108.41
50,9.07,22.68,43.09,69.85,101.6
55,8.62,20.87,39.92,64.86,93.89
60,7.71,19.05,36.29,58.97,85.73
65,6.8,17.24,32.66,53.52,77.56
70,6.35,15.42,29.48,48.08,69.4
75,5.44,14.06,26.31,42.64,62.14
80,4.99,12.25,23.59,38.1,55.79
85,4.54,10.89,21.32,34.47,49.9
90,4.08,9.98,19.05,30.84,44.91
