Age,Beg.,Nov.,Int.,Adv.,Elite
15,12.7,28.58,52.62,83.91,120.66
20,14.51,33.11,60.33,96.16,137.89
25,14.97,33.57,62.14,98.43,141.52
30,14.97,33.57,62.14,98.43,141.52
35,14.97,33.57,62.14,98.43,141.52
40,14.97,33.57,62.14,98.43,141.52
45,14.06,32.21,58.97,93.44,134.26
50,13.15,29.94,55.34,88,126.1
55,12.25,27.67,50.8,81.19,116.57
60,10.89,25.4,46.72,73.94,106.59
65,9.98,23.13,42.18,67.13,96.16
70,9.07,20.41,37.65,60.33,86.18
75,8.16,18.6,33.57,53.98,77.11
80,7.26,16.33,30.39,48.08,68.95
85,6.35,14.97,27.22,43.09,61.69
90,5.9,13.15,24.49,39.01,55.79
