Age,Beg.,Nov.,Int.,Adv.,Elite
15,15.42,29.48,48.99,73.94,102.06
20,17.69,33.57,56.25,84.37,116.57
25,18.14,34.47,57.61,86.64,119.75
30,18.14,34.47,57.61,86.64,119.75
35,18.14,34.47,57.61,86.64,119.75
40,18.14,34.47,57.61,86.64,119.75
45,17.24,33.11,54.88,82.1,113.85
50,16.33,30.84,51.26,77.11,106.59
55,14.97,28.58,47.63,71.21,98.88
60,13.61,25.85,43.54,65.32,90.26
65,12.25,23.59,39.01,58.97,81.19
70,10.89,21.32,35.38,53.07,73.03
75,9.98,19.05,31.3,47.17,65.32
80,8.62,16.78,28.12,42.18,58.51
85,7.71,14.97,25.4,38.1,52.16
90,7.26,13.61,22.68,34.02,47.17
