Age,Beg.,Nov.,Int.,Adv.,Elite
15,13.61,23.59,36.29,52.62,70.31
20,15.42,26.76,41.73,59.87,80.74
25,15.88,27.22,42.64,61.69,82.55
30,15.88,27.22,42.64,61.69,82.55
35,15.88,27.22,42.64,61.69,82.55
40,15.88,27.22,42.64,61.69,82.55
45,14.97,25.85,40.82,58.51,78.47
50,14.06,24.49,38.1,54.88,73.48
55,13.15,22.68,35.38,50.8,68.04
60,11.79,20.41,32.21,46.27,62.14
65,10.89,18.6,29.03,41.73,56.25
70,9.53,16.78,26.31,37.65,50.35
75,8.62,14.97,23.13,33.57,44.91
80,7.71,13.15,20.87,29.94,40.37
85,6.8,11.79,18.6,26.76,36.29
90,6.35,10.89,16.78,24.04,32.66
