Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,11.79,20.87,33.11,46.72
20,6.35,13.61,24.04,37.65,53.52
25,6.35,13.61,24.49,38.56,55.34
30,6.35,13.61,24.49,38.56,55.34
35,6.35,13.61,24.49,38.56,55.34
40,6.35,13.61,24.49,38.56,55.34
45,5.9,13.15,23.59,36.74,52.16
50,5.44,12.25,21.77,34.47,48.99
55,4.99,11.34,20.41,31.75,45.36
60,4.54,10.43,18.6,29.03,41.28
65,4.08,9.53,16.78,26.31,37.65
70,3.63,8.62,14.97,23.59,33.57
75,3.63,7.71,13.61,21.32,29.94
80,3.18,6.8,12.25,19.05,26.76
85,2.72,5.9,10.89,16.78,24.04
90,2.27,5.44,9.53,15.42,21.77
