Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,11.34,22.23,36.74,54.43
20,4.99,12.7,25.4,42.18,62.14
25,4.99,13.15,25.85,43.09,63.96
30,4.99,13.15,25.85,43.09,63.96
35,4.99,13.15,25.85,43.09,63.96
40,4.99,13.15,25.85,43.09,63.96
45,4.54,12.7,24.95,41.28,60.33
50,4.54,11.79,23.13,38.56,56.7
55,4.08,10.89,21.32,35.83,52.62
60,3.63,9.98,19.5,32.66,48.08
65,3.18,9.07,17.69,29.48,43.54
70,3.18,8.16,15.88,26.31,39.01
75,2.72,7.26,14.06,23.59,34.93
80,2.27,6.35,12.7,21.32,31.3
85,2.27,5.9,11.34,19.05,27.67
90,1.81,4.99,10.43,17.24,24.95
