Age,Beg.,Nov.,Int.,Adv.,Elite
15,23.13,42.64,68.95,101.6,139.25
20,26.76,48.53,78.93,116.57,159.21
25,27.22,49.9,81.19,119.75,163.29
30,27.22,49.9,81.19,119.75,163.29
35,27.22,49.9,81.19,119.75,163.29
40,27.22,49.9,81.19,119.75,163.29
45,25.85,47.17,76.66,113.4,155.13
50,24.49,44.45,72.12,106.59,145.6
55,22.68,41.28,66.68,98.43,134.72
60,20.41,37.65,60.78,89.81,122.92
65,18.6,34.02,54.88,81.19,111.13
70,16.78,30.39,49.44,73.03,99.34
75,14.97,27.22,44,65.32,88.9
80,13.15,24.49,39.46,58.06,79.38
85,11.79,21.77,35.38,52.16,71.21
90,10.89,19.5,31.75,47.17,64.41
