Age,Beg.,Nov.,Int.,Adv.,Elite
15,79.38,107.05,140.16,178.26,218.63
20,90.72,122.47,160.57,204.12,250.38
25,92.99,125.65,164.65,209.11,256.73
30,92.99,125.65,164.65,209.11,256.73
35,92.99,125.65,164.65,209.11,256.73
40,92.99,125.65,164.65,209.11,256.73
45,88.45,118.84,156.04,198.67,243.58
50,83.01,111.58,146.51,186.43,228.61
55,76.66,103.42,135.62,172.37,211.37
60,69.85,94.35,123.83,157.4,193.23
65,63.05,85.28,112.04,141.97,174.18
70,56.7,76.66,100.24,127.46,156.49
75,50.8,68.49,89.81,113.85,139.71
80,45.36,61.23,80.29,102.06,125.19
85,40.82,54.88,72.12,91.63,112.04
90,36.74,49.44,64.86,82.55,101.15
