Age,Beg.,Nov.,Int.,Adv.,Elite
15,28.12,65.32,121.11,193.68,278.96
20,32.21,74.84,138.8,221.81,319.33
25,33.11,77.11,142.43,227.7,327.49
30,33.11,77.11,142.43,227.7,327.49
35,33.11,77.11,142.43,227.7,327.49
40,33.11,77.11,142.43,227.7,327.49
45,31.3,73.03,135.17,215.91,310.71
50,29.48,68.49,126.55,202.76,291.66
55,27.22,63.5,117.03,187.33,269.89
60,24.95,57.61,107.05,171,246.3
65,22.68,52.16,96.62,154.67,222.71
70,19.96,46.72,86.64,138.8,199.58
75,18.14,41.73,77.56,123.83,178.72
80,16.33,37.65,69.4,111.13,159.66
85,14.51,33.57,62.14,99.34,143.34
90,13.15,30.39,56.25,89.81,128.82
