Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.92,70.31,112.04,163.29,220.9
20,45.36,80.74,128.37,186.88,252.65
25,46.72,82.55,131.54,191.42,259.45
30,46.72,82.55,131.54,191.42,259.45
35,46.72,82.55,131.54,191.42,259.45
40,46.72,82.55,131.54,191.42,259.45
45,44.45,78.47,124.74,181.89,246.3
50,41.73,73.48,117.03,170.55,230.88
55,38.56,68.04,108.41,157.85,213.64
60,34.93,62.14,98.88,144.24,195.04
65,31.75,56.25,89.36,130.18,175.99
70,28.58,50.35,80.29,116.57,158.3
75,25.4,44.91,71.67,104.33,141.52
80,22.68,40.37,63.96,93.44,126.55
85,20.41,36.29,57.61,83.91,113.4
90,18.6,32.66,51.71,75.3,102.06
