Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,18.6,38.56,66.22,98.88
20,7.26,21.32,44,75.75,113.4
25,7.26,21.77,45.36,77.56,116.12
30,7.26,21.77,45.36,77.56,116.12
35,7.26,21.77,45.36,77.56,116.12
40,7.26,21.77,45.36,77.56,116.12
45,6.8,20.87,43.09,73.48,110.22
50,6.35,19.5,40.37,68.95,103.42
55,5.9,18.14,37.19,63.96,95.71
60,5.44,16.33,34.02,58.06,87.54
65,4.99,14.97,30.84,52.62,78.93
70,4.54,13.15,27.67,47.17,70.76
75,4.08,11.79,24.95,42.18,63.5
80,3.63,10.43,22.23,37.65,56.7
85,3.18,9.53,19.96,34.02,50.8
90,2.72,8.62,17.69,30.39,45.81
