Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.92,59.42,83.91,112.49,143.79
20,45.81,68.04,95.71,128.82,164.65
25,46.72,69.85,98.43,132,168.74
30,46.72,69.85,98.43,132,168.74
35,46.72,69.85,98.43,132,168.74
40,46.72,69.85,98.43,132,168.74
45,44.45,66.22,93.44,125.19,160.12
50,41.73,62.14,87.54,117.48,150.14
55,38.56,57.61,81.19,108.86,138.8
60,35.38,52.16,73.94,99.34,127.01
65,31.75,47.17,66.68,89.81,114.76
70,28.58,42.64,59.87,80.29,102.97
75,25.4,38.1,53.52,72.12,92.08
80,22.68,34.02,48.08,64.41,82.1
85,20.41,30.39,43.09,57.61,73.94
90,18.6,27.22,38.56,52.16,66.22
