Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,24.49,44,68.95,97.98
20,12.7,27.67,49.9,78.93,112.49
25,13.15,28.58,51.26,80.74,115.21
30,13.15,28.58,51.26,80.74,115.21
35,13.15,28.58,51.26,80.74,115.21
40,13.15,28.58,51.26,80.74,115.21
45,12.25,27.22,48.99,76.66,109.32
50,11.79,25.4,45.81,72.12,102.51
55,10.89,23.59,42.18,66.68,94.8
60,9.98,21.32,38.56,60.78,86.64
65,8.62,19.5,34.93,54.88,78.02
70,7.71,17.24,31.3,49.44,70.31
75,7.26,15.42,28.12,44,62.6
80,6.35,14.06,24.95,39.46,56.25
85,5.9,12.7,22.68,35.38,50.35
90,4.99,11.34,20.41,31.75,45.36
