Age,Beg.,Nov.,Int.,Adv.,Elite
15,44.45,73.94,113.4,160.57,213.64
20,50.8,84.82,129.73,184.16,244.94
25,52.16,87.09,132.9,188.69,251.29
30,52.16,87.09,132.9,188.69,251.29
35,52.16,87.09,132.9,188.69,251.29
40,52.16,87.09,132.9,188.69,251.29
45,49.44,82.55,126.1,179.17,238.14
50,46.27,77.56,118.39,168.28,223.62
55,43.09,71.67,109.32,155.58,206.84
60,39.01,65.32,99.79,141.97,188.69
65,35.38,58.97,90.26,128.37,170.55
70,31.75,53.07,81.19,115.21,152.86
75,28.58,47.17,72.57,102.97,136.98
80,25.4,42.18,64.86,92.08,122.47
85,22.68,38.1,58.06,82.55,109.77
90,20.41,34.02,52.16,74.39,98.88
