Age,Beg.,Nov.,Int.,Adv.,Elite
15,36.29,53.98,76.2,102.06,130.63
20,41.28,61.69,87.09,117.03,149.69
25,42.64,63.05,89.36,120.2,153.77
30,42.64,63.05,89.36,120.2,153.77
35,42.64,63.05,89.36,120.2,153.77
40,42.64,63.05,89.36,120.2,153.77
45,40.37,59.87,84.82,113.85,145.6
50,37.65,56.25,79.38,107.05,136.98
55,34.93,52.16,73.48,98.88,126.55
60,31.75,47.63,67.13,90.26,115.67
65,29.03,43.09,60.78,81.65,104.33
70,25.85,38.56,54.43,73.03,93.44
75,23.13,34.47,48.53,65.32,83.91
80,20.87,30.84,43.54,58.51,74.84
85,18.6,27.67,39.01,52.62,67.13
90,16.78,24.95,35.38,47.17,60.33
