Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.16,15.88,27.22,41.73,58.06
20,9.07,18.14,31.3,47.63,66.22
25,9.53,18.6,31.75,48.99,68.04
30,9.53,18.6,31.75,48.99,68.04
35,9.53,18.6,31.75,48.99,68.04
40,9.53,18.6,31.75,48.99,68.04
45,9.07,17.69,30.39,46.27,64.41
50,8.16,16.78,28.58,43.54,60.78
55,7.71,15.42,26.31,40.37,56.25
60,6.8,14.06,24.04,36.74,51.26
65,6.35,12.7,21.77,33.11,46.27
70,5.9,11.34,19.5,29.94,41.28
75,4.99,9.98,17.24,26.76,37.19
80,4.54,9.07,15.42,23.59,33.11
85,4.08,8.16,14.06,21.32,29.94
90,3.63,7.26,12.7,19.05,26.76
