Age,Beg.,Nov.,Int.,Adv.,Elite
15,74.39,103.87,140.16,181.89,226.8
20,84.82,118.84,160.57,208.2,259.45
25,87.09,122.02,164.65,213.64,266.26
30,87.09,122.02,164.65,213.64,266.26
35,87.09,122.02,164.65,213.64,266.26
40,87.09,122.02,164.65,213.64,266.26
45,82.55,115.67,156.04,202.76,252.65
50,77.56,108.86,146.51,190.06,237.23
55,71.67,100.7,135.62,175.99,219.54
60,65.77,91.63,123.83,160.57,200.49
65,59.42,83.01,112.04,145.15,180.98
70,53.07,74.39,100.24,130.18,162.39
75,47.63,66.68,89.81,116.57,145.15
80,42.64,59.42,80.29,104.33,129.73
85,38.1,53.07,72.12,93.44,116.57
90,34.47,48.08,64.86,83.91,104.78
