Age,Beg.,Nov.,Int.,Adv.,Elite
15,17.24,30.84,49.9,73.48,100.24
20,19.5,35.38,57.15,83.91,114.76
25,19.96,36.29,58.51,86.18,117.48
30,19.96,36.29,58.51,86.18,117.48
35,19.96,36.29,58.51,86.18,117.48
40,19.96,36.29,58.51,86.18,117.48
45,19.05,34.47,55.79,82.1,111.58
50,17.69,32.21,52.16,76.66,104.78
55,16.33,29.94,48.53,71.21,97.07
60,14.97,27.22,44,64.86,88.45
65,13.61,24.95,39.92,58.51,79.83
70,12.25,22.23,35.83,52.62,71.67
75,10.89,19.96,32.21,47.17,63.96
80,9.98,17.69,28.58,42.18,57.15
85,8.62,15.88,25.85,37.65,51.26
90,7.71,14.51,23.13,34.02,46.27
