Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.51,24.95,39.01,56.25,75.75
20,16.33,28.58,44.91,64.41,87.09
25,16.78,29.48,45.81,66.22,89.36
30,16.78,29.48,45.81,66.22,89.36
35,16.78,29.48,45.81,66.22,89.36
40,16.78,29.48,45.81,66.22,89.36
45,15.88,27.67,43.54,63.05,84.37
50,14.97,26.31,40.82,58.97,79.38
55,14.06,24.04,37.65,54.43,73.48
60,12.7,22.23,34.47,49.9,67.13
65,11.34,19.96,31.3,44.91,60.78
70,10.43,17.69,28.12,40.37,54.43
75,9.07,15.88,24.95,36.29,48.53
80,8.16,14.51,22.23,32.21,43.54
85,7.26,12.7,19.96,29.03,39.01
90,6.8,11.34,18.14,26.31,34.93
