Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.07,19.05,33.11,50.8,71.67
20,10.43,21.77,38.1,58.51,82.1
25,10.89,22.23,39.01,59.87,83.91
30,10.89,22.23,39.01,59.87,83.91
35,10.89,22.23,39.01,59.87,83.91
40,10.89,22.23,39.01,59.87,83.91
45,10.43,21.32,36.74,56.7,79.83
50,9.53,19.96,34.47,53.07,74.84
55,9.07,18.6,32.21,49.44,69.4
60,8.16,16.78,29.03,44.91,63.05
65,7.26,15.42,26.31,40.82,57.15
70,6.8,13.61,23.59,36.29,51.26
75,5.9,12.25,21.32,32.66,45.81
80,5.44,10.89,19.05,29.03,40.82
85,4.99,9.98,16.78,26.31,36.74
90,4.08,8.62,15.42,23.59,33.11
