Age,Beg.,Nov.,Int.,Adv.,Elite
15,27.22,57.15,100.24,155.13,218.63
20,31.3,65.32,114.76,177.35,249.93
25,32.21,67.13,117.48,181.89,256.73
30,32.21,67.13,117.48,181.89,256.73
35,32.21,67.13,117.48,181.89,256.73
40,32.21,67.13,117.48,181.89,256.73
45,30.39,63.5,111.58,172.82,243.13
50,28.58,59.87,104.78,161.93,228.61
55,26.31,55.34,96.62,149.69,211.37
60,24.04,50.35,88.45,136.98,192.78
65,21.77,45.81,79.83,123.38,174.18
70,19.5,40.82,71.67,110.68,156.49
75,17.69,36.74,63.96,99.34,139.71
80,15.88,32.66,57.15,88.45,125.19
85,14.06,29.48,51.26,79.38,112.04
90,12.7,26.31,46.27,71.67,101.15
