Age,Beg.,Nov.,Int.,Adv.,Elite
15,28.58,52.16,84.37,124.28,169.64
20,32.66,59.42,96.62,141.97,194.14
25,33.57,61.23,98.88,146.06,199.13
30,33.57,61.23,98.88,146.06,199.13
35,33.57,61.23,98.88,146.06,199.13
40,33.57,61.23,98.88,146.06,199.13
45,31.75,58.06,93.89,138.35,188.69
50,29.94,54.43,88,129.73,177.35
55,27.67,50.35,81.65,120.2,163.75
60,24.95,45.81,74.39,109.77,149.69
65,22.68,41.73,67.13,98.88,135.17
70,20.41,37.19,60.33,88.9,121.11
75,18.14,33.11,53.98,79.38,108.41
80,16.33,29.94,48.08,71.21,97.07
85,14.51,26.76,43.09,63.5,87.09
90,13.15,24.04,39.01,57.61,78.47
