Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,19.05,44,78.47,120.66
20,5.9,21.77,50.35,89.81,138.35
25,5.9,22.68,51.26,92.08,141.97
30,5.9,22.68,51.26,92.08,141.97
35,5.9,22.68,51.26,92.08,141.97
40,5.9,22.68,51.26,92.08,141.97
45,5.44,21.32,48.99,87.54,134.72
50,5.44,19.96,45.81,82.1,126.1
55,4.99,18.6,42.18,75.75,117.03
60,4.54,16.78,38.56,69.4,106.59
65,4.08,15.42,34.93,62.6,96.16
70,3.63,13.61,31.3,56.25,86.64
75,3.18,12.25,28.12,50.35,77.11
80,2.72,10.89,24.95,44.91,68.95
85,2.72,9.98,22.68,40.37,62.14
90,2.27,9.07,20.41,36.29,55.79
