Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.4,38.56,54.88,74.39,95.71
20,29.03,44,62.6,84.82,109.32
25,29.94,44.91,64.41,87.09,112.49
30,29.94,44.91,64.41,87.09,112.49
35,29.94,44.91,64.41,87.09,112.49
40,29.94,44.91,64.41,87.09,112.49
45,28.12,42.64,61.23,82.55,106.59
50,26.31,39.92,57.15,77.56,99.79
55,24.49,37.19,53.07,71.67,92.53
60,22.23,34.02,48.53,65.77,84.37
65,20.41,30.39,43.54,59.42,76.2
70,18.14,27.67,39.46,53.07,68.49
75,16.33,24.49,34.93,47.63,61.23
80,14.51,21.77,31.3,42.64,54.88
85,13.15,19.5,28.12,38.1,48.99
90,11.79,17.69,25.4,34.47,44
