Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.9,16.78,34.02,57.15,84.82
20,6.8,19.05,39.01,65.32,97.07
25,6.8,19.5,39.92,67.13,99.79
30,6.8,19.5,39.92,67.13,99.79
35,6.8,19.5,39.92,67.13,99.79
40,6.8,19.5,39.92,67.13,99.79
45,6.8,18.6,37.65,63.96,94.8
50,6.35,17.69,35.38,59.87,88.9
55,5.9,16.33,32.66,55.34,82.1
60,5.44,14.97,29.94,50.35,74.84
65,4.54,13.15,27.22,45.81,67.59
70,4.08,11.79,24.49,40.82,60.78
75,3.63,10.89,21.77,36.74,54.43
80,3.63,9.53,19.5,32.66,48.53
85,3.18,8.62,17.24,29.48,43.54
90,2.72,7.71,15.88,26.31,39.46
