Age,Beg.,Nov.,Int.,Adv.,Elite
15,29.94,52.16,81.65,117.93,158.76
20,34.47,59.87,93.44,135.17,181.89
25,35.38,61.23,96.16,138.8,186.43
30,35.38,61.23,96.16,138.8,186.43
35,35.38,61.23,96.16,138.8,186.43
40,35.38,61.23,96.16,138.8,186.43
45,33.57,58.06,91.17,131.54,176.9
50,31.3,54.43,85.73,123.38,166.01
55,29.03,50.35,78.93,114.31,153.77
60,26.76,46.27,72.12,104.33,140.16
65,24.04,41.73,65.32,94.35,126.55
70,21.77,37.19,58.51,84.37,113.85
75,19.5,33.57,52.16,75.75,101.6
80,17.24,29.94,46.72,67.59,90.72
85,15.42,26.76,42.18,60.33,81.65
90,14.06,24.04,37.65,54.43,73.48
