Age,Beg.,Nov.,Int.,Adv.,Elite
15,55.34,88.9,132,183.7,241.31
20,63.5,101.6,151.05,210.47,276.24
25,64.86,104.33,155.13,215.91,283.5
30,64.86,104.33,155.13,215.91,283.5
35,64.86,104.33,155.13,215.91,283.5
40,64.86,104.33,155.13,215.91,283.5
45,61.69,98.88,146.96,205.02,268.98
50,58.06,92.53,137.89,192.32,252.2
55,53.52,85.73,127.46,177.81,233.6
60,48.99,78.47,116.57,162.39,213.19
65,44,70.76,105.23,146.51,192.32
70,39.46,63.5,94.35,131.54,172.82
75,35.38,56.7,84.37,117.48,154.67
80,31.75,50.8,75.75,105.23,138.35
85,28.58,45.36,67.59,94.35,123.83
90,25.4,40.82,61.23,84.82,111.58
