Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.26,15.88,29.48,46.72,67.13
20,8.16,18.6,33.57,53.52,77.11
25,8.16,19.05,34.47,54.88,78.93
30,8.16,19.05,34.47,54.88,78.93
35,8.16,19.05,34.47,54.88,78.93
40,8.16,19.05,34.47,54.88,78.93
45,7.71,18.14,32.66,52.16,74.84
50,7.26,16.78,30.84,48.99,70.31
55,6.8,15.42,28.58,45.36,64.86
60,6.35,14.06,25.85,41.28,59.42
65,5.44,12.7,23.59,37.19,53.52
70,4.99,11.34,21.32,33.57,48.08
75,4.54,10.43,19.05,29.94,43.09
80,4.08,9.07,16.78,26.76,38.56
85,3.63,8.16,14.97,24.04,34.47
90,3.18,7.26,13.61,21.77,31.3
