Age,Beg.,Nov.,Int.,Adv.,Elite
15,32.66,48.99,69.85,93.89,120.66
20,37.19,56.25,79.83,107.5,137.89
25,38.56,57.61,81.65,110.22,141.52
30,38.56,57.61,81.65,110.22,141.52
35,38.56,57.61,81.65,110.22,141.52
40,38.56,57.61,81.65,110.22,141.52
45,36.29,54.43,77.56,104.78,134.26
50,34.02,51.26,73.03,98.43,126.1
55,31.75,47.17,67.59,90.72,116.57
60,29.03,43.09,61.69,83.01,106.14
65,25.85,39.01,55.34,74.84,96.16
70,23.59,34.93,49.9,67.13,86.18
75,20.87,31.3,44.45,60.33,77.11
80,18.6,28.12,39.92,53.52,68.95
85,16.78,24.95,35.83,48.08,61.69
90,14.97,22.68,32.21,43.54,55.79
