Age,Beg.,Nov.,Int.,Adv.,Elite
15,31.3,50.35,75.75,105.69,139.25
20,35.38,57.61,86.64,121.11,159.66
25,36.74,58.97,88.9,124.28,163.75
30,36.74,58.97,88.9,124.28,163.75
35,36.74,58.97,88.9,124.28,163.75
40,36.74,58.97,88.9,124.28,163.75
45,34.47,56.25,84.37,117.93,155.58
50,32.66,52.62,78.93,110.68,146.06
55,29.94,48.53,73.03,102.51,134.72
60,27.67,44.45,66.68,93.44,122.92
65,24.95,40.37,60.33,84.37,111.13
70,22.23,36.29,53.98,75.75,99.79
75,19.96,32.21,48.53,67.59,89.36
80,17.69,29.03,43.09,60.78,79.83
85,15.88,25.85,38.56,54.43,71.67
90,14.51,23.13,34.93,48.99,64.41
