Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.92,57.61,79.38,104.78,132
20,45.81,65.77,90.72,119.75,151.05
25,47.17,67.59,93.44,122.92,155.13
30,47.17,67.59,93.44,122.92,155.13
35,47.17,67.59,93.44,122.92,155.13
40,47.17,67.59,93.44,122.92,155.13
45,44.45,64.41,88.45,116.57,146.96
50,41.73,60.33,83.01,109.32,137.89
55,38.56,55.79,76.66,101.15,127.91
60,35.38,50.8,70.31,92.53,116.57
65,31.75,45.81,63.5,83.46,105.23
70,28.58,41.28,56.7,74.84,94.35
75,25.85,36.74,50.8,67.13,84.37
80,23.13,33.11,45.36,59.87,75.75
85,20.41,29.48,40.82,53.52,67.59
90,18.6,26.76,36.74,48.53,61.23
