Age,Beg.,Nov.,Int.,Adv.,Elite
15,20.41,30.39,42.64,57.61,73.48
20,23.13,34.47,48.99,65.77,84.37
25,23.59,35.38,50.35,67.59,86.64
30,23.59,35.38,50.35,67.59,86.64
35,23.59,35.38,50.35,67.59,86.64
40,23.59,35.38,50.35,67.59,86.64
45,22.68,33.57,47.63,63.96,82.1
50,21.32,31.75,44.91,60.33,77.11
55,19.5,29.03,41.28,55.79,71.21
60,17.69,26.76,37.65,50.8,64.86
65,16.33,24.04,34.02,45.81,58.97
70,14.51,21.77,30.39,41.28,52.62
75,13.15,19.5,27.22,36.74,47.17
80,11.79,17.24,24.49,33.11,42.18
85,10.43,15.42,21.77,29.48,37.65
90,9.53,14.06,19.96,26.76,34.02
