Age,Beg.,Nov.,Int.,Adv.,Elite
15,27.22,54.43,92.99,141.97,198.22
20,30.84,62.14,106.14,162.39,226.8
25,31.75,63.5,109.32,166.47,232.69
30,31.75,63.5,109.32,166.47,232.69
35,31.75,63.5,109.32,166.47,232.69
40,31.75,63.5,109.32,166.47,232.69
45,29.94,60.33,103.42,158.3,220.9
50,28.12,56.7,97.07,148.32,207.29
55,26.31,52.62,89.81,137.44,191.87
60,24.04,48.08,82.1,125.19,175.09
65,21.32,43.09,73.94,113.4,158.3
70,19.5,39.01,66.68,101.6,141.97
75,17.24,34.93,59.42,90.72,127.01
80,15.42,30.84,53.07,81.19,113.4
85,14.06,27.67,47.63,72.57,101.6
90,12.7,24.95,43.09,65.77,91.63
