Age,Beg.,Nov.,Int.,Adv.,Elite
15,30.39,46.72,67.59,92.99,120.2
20,34.47,53.52,77.56,106.14,137.89
25,35.38,54.88,79.83,108.86,141.52
30,35.38,54.88,79.83,108.86,141.52
35,35.38,54.88,79.83,108.86,141.52
40,35.38,54.88,79.83,108.86,141.52
45,33.57,52.16,75.75,103.42,134.26
50,31.75,48.99,70.76,97.07,125.65
55,29.03,45.36,65.77,89.81,116.57
60,26.76,41.28,59.87,82.1,106.14
65,24.04,37.19,53.98,73.94,96.16
70,21.77,33.57,48.53,66.22,86.18
75,19.5,29.94,43.54,59.42,77.11
80,17.24,26.76,39.01,53.07,68.95
85,15.42,24.04,34.93,47.63,61.69
90,14.06,21.77,31.3,43.09,55.79
