Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,14.51,24.49,37.19,51.26
20,8.62,16.78,28.12,42.18,58.51
25,9.07,17.24,29.03,43.54,60.33
30,9.07,17.24,29.03,43.54,60.33
35,9.07,17.24,29.03,43.54,60.33
40,9.07,17.24,29.03,43.54,60.33
45,8.62,16.33,27.22,41.28,57.15
50,8.16,15.42,25.85,38.56,53.52
55,7.26,14.06,23.59,35.83,49.44
60,6.8,13.15,21.77,32.66,45.36
65,5.9,11.79,19.5,29.48,40.82
70,5.44,10.43,17.69,26.31,36.74
75,4.99,9.53,15.88,23.59,32.66
80,4.54,8.62,14.06,21.32,29.48
85,4.08,7.71,12.7,19.05,26.31
90,3.63,6.8,11.34,17.24,23.59
