Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,7.26,14.97,25.4,37.65
20,3.18,8.62,17.24,29.03,43.09
25,3.18,8.62,17.69,29.94,44.45
30,3.18,8.62,17.69,29.94,44.45
35,3.18,8.62,17.69,29.94,44.45
40,3.18,8.62,17.69,29.94,44.45
45,3.18,8.16,16.78,28.12,41.73
50,2.72,7.71,15.88,26.31,39.46
55,2.72,7.26,14.51,24.49,36.29
60,2.27,6.8,13.15,22.23,33.11
65,2.27,5.9,12.25,20.41,29.94
70,1.81,5.44,10.89,18.14,26.76
75,1.81,4.99,9.53,16.33,24.04
80,1.36,4.08,8.62,14.51,21.77
85,1.36,3.63,7.71,13.15,19.5
90,1.36,3.63,6.8,11.79,17.24
