Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.9,11.79,20.87,31.75,44.45
20,6.8,13.61,23.59,36.29,50.8
25,6.8,14.06,24.49,37.19,52.16
30,6.8,14.06,24.49,37.19,52.16
35,6.8,14.06,24.49,37.19,52.16
40,6.8,14.06,24.49,37.19,52.16
45,6.8,13.15,23.13,35.38,49.44
50,6.35,12.7,21.77,33.11,46.27
55,5.9,11.79,19.96,30.84,43.09
60,5.44,10.43,18.14,28.12,39.01
65,4.54,9.53,16.33,25.4,35.38
70,4.08,8.62,14.97,22.68,31.75
75,3.63,7.71,13.15,20.41,28.58
80,3.18,6.8,11.79,18.14,25.4
85,3.18,6.35,10.43,16.33,22.68
90,2.72,5.44,9.53,14.51,20.41
