category,Beg.,Nov.,Int.,Adv.,Elite
male_bw,0.9388219372626048,0.9184621841813755,0.9013535848105052,0.8896304371020272,0.8801758332111456
female_bw,0.7874802455462951,0.8386638368794013,0.8717081252520953,0.8943592205348732,0.909890133965139
male_age,0.9465594297823186,0.9216148246896508,0.9050487336622696,0.8919008013720192,0.8835584134339134
female_age,0.7662088672070324,0.8327001140857875,0.8701512882523513,0.8994111134893451,0.9169909763630448
