category,Beg.,Nov.,Int.,Adv.,Elite
male_bw,0.6775526758272973,0.8083332035328962,0.9032274686300192,0.9688740404202563,1.0162581929332815
female_bw,0.41791863679565594,0.8323527569553306,1.2011299962717723,1.4678562078354893,1.6579203778534668
male_age,0.6496463004734155,0.7879256598834353,0.8901024846934616,0.9578680966264534,1.004987314184027
female_age,0.14604844688996874,0.6578313576850162,1.1039555883808057,1.4215004017250363,1.6441027148897382
