BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,6.43,15.26,29.23,47.88,69.83
45.36,8.73,19.08,34.10,53.80,77.32
49.9,11.03,22.42,38.97,59.72,84.31
54.43,13.31,25.76,43.36,65.65,90.78
58.97,15.61,29.10,47.74,70.58,97.27
63.5,17.91,32.43,52.12,76.01,103.26
68.04,20.21,35.78,56.02,80.95,109.25
72.57,22.96,38.64,59.92,85.89,114.74
77.11,25.26,41.98,63.81,90.33,120.22
81.65,27.56,44.84,67.71,94.77,125.21
86.18,29.39,47.70,71.12,99.21,130.20
90.72,31.69,50.56,74.53,103.16,135.18
95.25,33.99,53.42,78.43,107.11,139.68
99.79,36.28,56.29,81.35,111.06,144.17
104.33,38.12,59.16,84.77,115.01,148.65
108.86,40.42,61.53,88.17,118.96,152.65
113.4,42.25,64.39,91.09,122.41,157.13
117.93,44.55,66.78,94.01,125.87,161.12
