Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.33,28.53,47.78,71.76,100.06
20,16.64,32.40,54.68,82.21,114.15
25,17.10,33.37,56.16,84.71,117.17
30,17.10,33.37,56.16,84.71,117.17
35,17.10,33.37,56.16,84.71,117.17
40,17.10,33.37,56.16,84.71,117.17
45,16.19,31.92,53.20,80.22,111.13
50,15.26,29.98,49.75,75.24,104.60
55,13.87,27.56,46.31,69.76,96.55
60,12.94,25.15,42.37,63.78,88.00
65,11.56,22.73,37.93,57.30,79.45
70,10.63,20.31,33.99,51.32,71.40
75,9.24,18.38,30.54,45.84,63.87
80,8.32,16.44,27.58,41.36,57.33
85,7.40,14.51,24.63,36.88,51.29
90,6.93,13.06,22.17,33.38,46.26
