Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.25,14.73,28.03,45.29,65.72
20,7.30,17.00,31.97,51.82,75.28
25,7.30,17.38,32.76,53.44,77.37
30,7.30,17.38,32.76,53.44,77.37
35,7.30,17.38,32.76,53.44,77.37
40,7.30,17.38,32.76,53.44,77.37
45,6.95,16.62,31.18,50.59,73.63
50,6.60,15.49,29.21,47.33,69.05
55,5.91,14.36,27.24,44.06,63.64
60,5.56,13.22,24.87,39.98,58.23
65,4.87,11.71,22.49,36.31,52.41
70,4.52,10.58,20.13,32.64,47.00
75,4.17,9.44,17.76,28.97,42.01
80,3.48,8.69,16.18,26.11,37.85
85,3.13,7.55,14.21,23.25,33.69
90,2.78,6.79,13.03,20.80,30.36
