BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.28,12.17,24.51,41.78,62.32
45.36,5.00,13.32,26.10,43.81,65.21
49.9,5.72,14.46,27.68,45.84,67.69
54.43,6.43,15.21,29.26,47.87,70.16
58.97,6.79,16.35,30.84,49.90,72.23
63.5,7.50,17.12,32.03,51.52,74.29
68.04,8.21,18.26,33.21,53.14,76.35
72.57,8.58,19.02,34.40,54.36,78.00
77.11,9.28,19.78,35.58,55.99,79.65
81.65,9.65,20.54,36.77,57.20,81.31
86.18,10.36,21.30,37.56,58.82,82.95
90.72,10.72,22.07,38.75,60.04,84.61
95.25,11.07,22.83,39.54,61.25,85.85
99.79,11.79,23.58,40.73,62.47,87.50
104.33,12.14,24.35,41.52,63.28,88.73
108.86,12.51,25.11,42.30,64.50,89.97
113.4,13.21,25.49,43.10,65.72,91.21
117.93,13.58,26.25,43.89,66.53,92.44
