BW,Beg.,Nov.,Int.,Adv.,Elite
90,3,8,16,25,37
100,4,10,17,28,40
110,5,11,19,30,42
120,6,12,21,32,45
130,7,13,22,34,47
140,8,14,24,36,49
150,8,16,25,38,51
160,9,17,27,39,53
170,10,18,28,41,55
180,11,19,29,42,57
190,12,20,31,44,59
200,12,21,32,45,60
210,13,22,33,47,62
220,14,23,34,48,64
230,15,24,35,49,65
240,15,24,36,51,67
250,16,25,37,52,68
260,17,26,38,53,69
