Age,Beg.,Nov.,Int.,Adv.,Elite
15,11,23,40,62,88
20,12,26,46,71,100
25,13,27,47,73,103
30,13,27,47,73,103
35,13,27,47,73,103
40,13,27,47,73,103
45,12,25,44,69,98
50,11,24,42,65,92
55,10,22,39,60,85
60,9,20,35,55,77
65,9,18,32,49,70
70,8,16,29,44,63
75,7,14,26,40,56
80,6,13,23,35,50
85,5,12,20,32,45
90,5,10,18,29,41
