BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,14.51,23.13,34.02,47.17,61.69
45.36,15.88,24.49,35.83,49.44,64.41
49.9,16.78,26.31,37.65,51.71,66.68
54.43,18.14,27.67,39.46,53.52,68.95
58.97,19.05,29.03,41.28,55.34,71.21
63.5,20.41,29.94,42.64,57.15,73.03
68.04,21.32,31.3,44,58.97,75.3
72.57,22.23,32.66,45.36,60.33,76.66
77.11,23.13,33.57,46.72,62.14,78.47
81.65,24.04,34.47,48.08,63.5,80.29
86.18,24.95,35.38,48.99,64.86,81.65
90.72,25.4,36.74,50.35,66.22,83.01
95.25,26.31,37.65,51.26,67.13,84.37
99.79,27.22,38.56,52.16,68.49,85.73
104.33,27.67,39.46,53.52,69.85,87.09
108.86,28.58,39.92,54.43,70.76,88.45
113.4,29.03,40.82,55.34,71.67,89.81
117.93,29.94,41.73,56.25,73.03,90.72
