BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,6.8,12.25,19.96,29.03
45.36,3.63,7.71,14.06,21.77,31.3
49.9,4.54,9.07,15.42,24.04,33.57
54.43,4.99,9.98,16.78,25.4,35.38
58.97,5.9,11.34,18.14,27.22,37.65
63.5,6.8,12.25,19.5,29.03,39.46
68.04,7.26,13.15,20.87,30.39,41.28
72.57,8.16,14.06,22.23,32.21,43.09
77.11,9.07,14.97,23.59,33.57,44.91
81.65,9.53,15.88,24.49,34.93,46.27
86.18,10.43,17.24,25.85,36.29,47.63
90.72,10.89,17.69,26.76,37.65,49.44
95.25,11.79,18.6,27.67,38.56,50.8
99.79,12.25,19.5,29.03,39.92,52.16
104.33,13.15,20.41,29.94,41.28,53.52
108.86,13.61,21.32,30.84,42.18,54.88
113.4,14.51,22.23,31.75,43.54,56.25
117.93,14.97,22.68,32.66,44.45,57.15
