BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,-14.06,-7.26,0.45,9.07,17.69
45.36,-13.61,-6.35,2.27,11.34,20.41
49.9,-13.15,-5.44,3.63,13.15,23.13
54.43,-12.7,-4.54,4.99,14.97,25.4
58.97,-12.7,-4.08,5.9,16.33,27.22
63.5,-12.25,-3.63,6.8,17.69,29.03
68.04,-12.7,-3.18,7.26,18.6,30.39
72.57,-12.7,-3.18,7.71,19.5,31.75
77.11,-13.15,-3.18,8.16,20.41,32.66
81.65,-13.61,-3.18,8.62,20.87,33.57
86.18,-14.06,-3.18,8.62,21.32,34.02
90.72,-14.51,-3.63,8.62,21.32,34.47
95.25,-15.42,-4.08,8.16,21.77,34.93
99.79,-15.88,-4.54,8.16,21.77,35.38
104.33,-16.78,-5.44,7.71,21.32,35.38
108.86,-17.69,-5.9,7.26,21.32,35.38
113.4,-19.05,-6.8,6.35,20.87,34.93
117.93,-19.96,-7.71,5.9,20.41,34.93
