BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,11.79,25.85,46.27,72.57,102.97
45.36,13.15,27.67,48.53,75.75,107.05
49.9,14.51,29.48,51.26,78.47,110.68
54.43,15.42,31.3,53.52,81.65,113.85
58.97,16.78,32.66,55.34,83.91,117.03
63.5,17.69,34.47,57.61,86.64,119.75
68.04,19.05,35.83,59.42,88.9,122.47
72.57,19.96,37.19,61.23,91.17,125.19
77.11,20.87,38.56,63.05,92.99,127.46
81.65,21.77,39.92,64.41,95.25,129.73
86.18,22.68,41.28,66.22,97.07,132
90.72,23.59,42.18,67.59,98.88,134.26
95.25,24.49,43.54,68.95,100.7,136.08
99.79,25.4,44.45,70.31,102.06,138.35
104.33,26.31,45.81,71.67,103.87,140.16
108.86,26.76,46.72,73.03,105.23,141.97
113.4,27.67,47.63,74.39,107.05,143.79
117.93,28.58,48.53,75.75,108.41,145.15
