BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,3.18,6.35,10.89,16.78,23.59
45.36,3.63,7.26,12.25,18.14,24.95
49.9,4.08,8.16,13.15,19.05,26.31
54.43,4.99,8.62,14.06,20.41,27.67
58.97,5.44,9.53,14.51,21.32,29.03
63.5,5.9,9.98,15.42,22.23,29.94
68.04,6.35,10.43,16.33,23.13,30.84
72.57,6.8,11.34,17.24,24.04,32.21
77.11,7.26,11.79,17.69,24.95,33.11
81.65,7.71,12.25,18.6,25.85,34.02
86.18,8.16,12.7,19.05,26.31,34.93
90.72,8.62,13.15,19.5,27.22,35.83
95.25,8.62,13.61,20.41,28.12,36.29
99.79,9.07,14.51,20.87,28.58,37.19
104.33,9.53,14.97,21.32,29.48,38.1
108.86,9.98,15.42,21.77,29.94,38.56
113.4,10.43,15.88,22.68,30.39,39.46
117.93,10.89,16.33,23.13,31.3,39.92
