BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,0.45,4.99,14.97,30.84,50.8
45.36,0.91,6.8,17.69,34.47,55.79
49.9,1.81,8.16,20.87,38.56,60.78
54.43,2.72,9.98,23.13,42.18,65.32
58.97,3.63,11.79,25.85,45.81,69.4
63.5,4.54,13.61,28.58,48.99,73.48
68.04,5.44,15.42,30.84,52.16,77.56
72.57,6.35,17.24,33.57,55.34,81.65
77.11,7.71,18.6,35.83,58.51,85.28
81.65,8.62,20.41,38.1,61.23,88.45
86.18,9.53,22.23,40.37,64.41,92.08
90.72,10.89,23.59,42.64,67.13,95.25
95.25,11.79,25.4,44.45,69.4,98.43
99.79,12.7,26.76,46.72,72.12,101.6
104.33,14.06,28.58,48.99,74.84,104.78
108.86,14.97,29.94,50.8,77.11,107.5
113.4,16.33,31.3,52.62,79.38,110.22
117.93,17.24,32.66,54.43,82.1,112.94
