BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,3.63,7.26,11.79,17.24
45.36,1.81,4.08,7.71,12.7,18.14
49.9,2.27,4.54,8.62,13.61,19.05
54.43,2.27,4.99,9.07,14.06,19.96
58.97,2.72,5.44,9.53,14.97,20.87
63.5,3.18,5.9,10.43,15.42,21.77
68.04,3.18,6.35,10.89,16.33,22.68
72.57,3.63,6.8,11.34,16.78,23.13
77.11,4.08,7.26,11.79,17.69,24.04
81.65,4.08,7.71,12.25,18.14,24.49
86.18,4.54,7.71,12.7,18.6,25.4
90.72,4.54,8.16,13.15,19.05,25.85
95.25,4.99,8.62,13.61,19.5,26.76
99.79,4.99,9.07,14.06,19.96,27.22
104.33,5.44,9.07,14.51,20.87,27.67
108.86,5.44,9.53,14.97,21.32,28.12
113.4,5.9,9.98,14.97,21.77,28.58
117.93,5.9,9.98,15.42,22.23,29.48
