BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,2.72,5.9,10.43,16.33,23.13
45.36,3.18,6.35,11.34,17.24,24.49
49.9,3.63,6.8,11.79,18.14,25.4
54.43,3.63,7.26,12.7,19.05,26.31
58.97,4.08,8.16,13.15,19.96,27.22
63.5,4.54,8.62,13.61,20.41,28.12
68.04,4.99,9.07,14.51,21.32,29.03
72.57,4.99,9.53,14.97,21.77,29.94
77.11,5.44,9.53,15.42,22.68,30.39
81.65,5.9,9.98,15.88,23.13,31.3
86.18,5.9,10.43,16.33,23.59,31.75
90.72,6.35,10.89,16.78,24.49,32.66
95.25,6.8,11.34,17.24,24.95,33.11
99.79,6.8,11.79,17.69,25.4,33.57
104.33,7.26,11.79,18.14,25.85,34.47
108.86,7.26,12.25,18.6,26.31,34.93
113.4,7.71,12.7,19.05,26.76,35.38
117.93,7.71,12.7,19.5,27.22,35.83
