BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.36,3.63,7.26,12.25,18.14
45.36,1.36,4.08,7.71,13.15,19.05
49.9,1.81,4.54,8.16,13.61,19.96
54.43,1.81,4.54,8.62,14.06,20.41
58.97,2.27,4.99,9.07,14.51,20.87
63.5,2.27,5.44,9.53,14.97,21.77
68.04,2.72,5.44,9.98,15.42,22.23
72.57,2.72,5.9,10.43,15.88,22.68
77.11,2.72,5.9,10.43,16.33,23.13
81.65,3.18,6.35,10.89,16.78,23.59
86.18,3.18,6.35,11.34,17.24,24.04
90.72,3.18,6.8,11.34,17.69,24.49
95.25,3.63,6.8,11.79,18.14,24.95
99.79,3.63,7.26,12.25,18.14,25.4
104.33,3.63,7.26,12.25,18.6,25.85
108.86,4.08,7.71,12.7,19.05,26.31
113.4,4.08,7.71,12.7,19.05,26.31
117.93,4.08,8.16,13.15,19.5,26.76
