BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,14.06,24.04,36.74,52.62,69.85
45.36,15.42,25.4,38.56,54.88,72.57
49.9,16.33,26.76,40.37,56.7,75.3
54.43,17.69,28.12,42.18,58.97,77.56
58.97,18.6,29.48,43.54,60.78,79.38
63.5,19.5,30.84,45.36,62.6,81.65
68.04,20.41,31.75,46.72,63.96,83.46
72.57,21.32,33.11,48.08,65.77,85.28
77.11,22.23,34.02,48.99,67.13,86.64
81.65,23.13,34.93,50.35,68.49,88.45
86.18,23.59,35.83,51.71,69.85,89.81
90.72,24.49,36.74,52.62,71.21,91.17
95.25,25.4,37.65,53.52,72.12,92.53
99.79,25.85,38.56,54.88,73.48,93.89
104.33,26.76,39.46,55.79,74.39,95.25
108.86,27.22,40.37,56.7,75.75,96.62
113.4,27.67,40.82,57.61,76.66,97.52
117.93,28.58,41.73,58.51,78.02,98.88
