BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,4.08,9.07,15.88,24.04,34.02
45.36,4.99,9.98,16.78,25.85,36.29
49.9,5.9,10.89,18.14,27.67,38.1
54.43,6.35,11.79,19.5,29.03,39.92
58.97,6.8,12.7,20.41,30.39,41.28
63.5,7.71,13.61,21.77,31.75,43.09
68.04,8.16,14.51,22.68,33.11,44.45
72.57,9.07,15.42,23.59,34.02,45.81
77.11,9.53,15.88,24.49,35.38,47.17
81.65,9.98,16.78,25.4,36.29,48.08
86.18,10.43,17.24,26.31,37.19,49.44
90.72,10.89,18.14,27.22,38.1,50.8
95.25,11.79,18.6,28.12,39.46,51.71
99.79,12.25,19.5,29.03,40.37,52.62
104.33,12.7,19.96,29.48,41.28,53.98
108.86,13.15,20.41,30.39,42.18,54.88
113.4,13.61,21.32,31.3,42.64,55.79
117.93,14.06,21.77,31.75,43.54,56.7
