BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,17,39,65,94
54.43,< 1,16,37,61,88
58.97,< 1,15,35,58,84
63.5,< 1,14,33,55,79
68.04,< 1,13,31,52,75
72.57,< 1,13,30,50,72
77.11,< 1,12,28,47,68
81.65,< 1,11,27,45,65
86.18,< 1,10,26,43,62
90.72,< 1,10,24,41,60
95.25,< 1,9,23,40,57
99.79,< 1,9,22,38,55
104.33,< 1,8,21,36,53
108.86,< 1,8,20,35,51
113.4,< 1,7,19,33,49
117.93,< 1,7,18,32,47
122.47,< 1,7,17,31,45
127.01,< 1,6,16,30,44
131.54,< 1,6,16,29,42
136.08,< 1,5,15,27,41
140.61,< 1,5,14,26,39
