BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,1.81,4.99,9.98,16.78,24.95
45.36,2.27,5.44,10.89,17.69,25.85
49.9,2.27,5.9,11.34,18.6,26.76
54.43,2.72,6.35,11.79,19.05,27.67
58.97,2.72,6.8,12.25,19.96,28.12
63.5,3.18,7.26,12.7,20.41,29.03
68.04,3.18,7.26,13.15,20.87,29.94
72.57,3.63,7.71,13.61,21.32,30.39
77.11,3.63,8.16,14.06,21.77,30.84
81.65,4.08,8.16,14.51,22.23,31.3
86.18,4.08,8.62,14.97,22.68,32.21
90.72,4.54,9.07,15.42,23.13,32.66
95.25,4.54,9.07,15.42,23.59,33.11
99.79,4.99,9.53,15.88,24.04,33.57
104.33,4.99,9.53,16.33,24.49,34.02
108.86,4.99,9.98,16.33,24.95,34.47
113.4,5.44,9.98,16.78,25.4,34.93
117.93,5.44,10.43,17.24,25.85,35.38
