BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,18.6,26.76,37.19,49.44,62.6
45.36,20.87,29.94,40.82,53.07,66.68
49.9,23.13,32.66,44,56.7,70.76
54.43,25.4,34.93,46.72,60.33,74.84
58.97,27.67,37.65,49.9,63.5,78.47
63.5,29.48,39.92,52.62,66.68,81.65
68.04,31.75,42.18,54.88,69.4,84.82
72.57,33.57,44.45,57.61,72.12,88
77.11,35.38,46.27,59.87,74.84,90.72
81.65,37.19,48.53,62.14,77.56,93.44
86.18,38.56,50.35,64.41,79.83,96.16
90.72,40.37,52.16,66.22,82.1,98.88
95.25,41.73,53.98,68.49,84.37,101.6
99.79,43.54,55.79,70.31,86.64,103.87
104.33,44.91,57.61,72.12,88.9,106.14
108.86,46.27,58.97,74.39,90.72,108.41
113.4,48.08,60.78,76.2,92.99,110.68
117.93,49.44,62.6,77.56,94.8,112.49
