BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,8.62,18.14,32.21,50.35,71.21
45.36,10.43,20.87,35.83,54.88,76.66
49.9,12.25,23.59,39.46,58.97,81.65
54.43,14.51,26.31,42.64,63.05,86.18
58.97,16.33,28.58,45.81,67.13,90.72
63.5,18.14,31.3,48.99,70.76,94.8
68.04,19.5,33.57,51.71,73.94,98.88
72.57,21.32,35.83,54.43,77.11,102.97
77.11,23.13,37.65,57.15,80.29,106.59
81.65,24.95,39.92,59.87,83.46,109.77
86.18,26.31,42.18,62.14,86.64,113.4
90.72,28.12,44,64.86,89.36,116.57
95.25,29.48,45.81,67.13,92.08,119.75
99.79,30.84,47.63,69.4,94.8,122.47
104.33,32.66,49.44,71.21,97.07,125.65
108.86,34.02,51.26,73.48,99.79,128.37
113.4,35.38,53.07,75.75,102.06,131.09
117.93,36.74,54.88,77.56,104.33,133.81
